,name,avg_rating,reviews_count,company_type,Head_Quarters,Company_Age,No_of_Employee
7901,Ncr Eduservices,3.8,(51 Reviews),Private,"Noida,Uttar Pradesh + 5 more",10 years old,51-200 employees (Global)
7902,RapidValue Solutio...,3.9,(51 Reviews),Private,"Pleasanton,California + 1 more",13 years old,201-500 employees (India)
7903,Goldmedal Electric...,3.9,(51 Reviews),Private,"Mumbai,Maharashtra + 15 more",43 years old,51-200 employees (Global)
7904,IPAC,3.8,(51 Reviews),Private,Fremont + 8 more,11-50 employees (Global),
7905,Beckman Coulter,3.9,(51 Reviews),Private,"Brea,California + 9 more",87 years old,10k-50k employees (Global)
7906,Manipal Group,4.0,(1.5k Reviews),"Bangalore/Bengaluru,Karnataka + 7 more",69 years old,5k-10k employees (India),
7907,Descon,4.1,(323 Reviews),Lahore + 7 more,45 years old,,
7908,Rockwell Industrie...,3.7,(276 Reviews),Hyderabad + 3 more,36 years old,501-1k employees (Global),
7909,The Peerless Gener...,4.0,(210 Reviews),Kolkata + 23 more,90 years old,201-500 employees (India),
7910,Cedcoss Technologi...,4.1,(53 Reviews),Private,"Lucknow,Uttar Pradesh",12 years old,501-1k employees (India)
7911,Mitsubishi Power I...,4.2,(50 Reviews),Private,Yokohama + 7 more,8 years old,10k-50k employees (Global)
7912,Effort BPO,4.2,(50 Reviews),Private,Thane + 5 more,18 years old,51-200 employees (India)
7913,White Crow Researc...,3.5,(50 Reviews),Private,Mumbai + 1 more,11 years old,501-1k employees (Global)
7914,JSS Medical Resear...,3.6,(50 Reviews),Saint-Laurent + 11 more,37 years old,201-500 employees (Global),
7915,Andhra Petrochemic...,4.6,(50 Reviews),Public,Tanuku + 1 more,38 years old,
7916,CBSE,4.2,(50 Reviews),Private,Delhi + 27 more,5k-10k employees (Global),
7917,E2E Networks,3.9,(50 Reviews),Public,"Delhi/NCR,New Delhi + 3 more",13 years old,51-200 employees (India)
7918,Panchshil Realty,4.7,(50 Reviews),Private,"Pune,Maharashtra",20 years old,201-500 employees (India)
7919,VAP Technology,3.4,(50 Reviews),Kolkata,11 years old,501-1k employees (Global),
7920,Alacrity Ecommerce...,3.7,(50 Reviews),Private,"Nagpur,Maharashtra",12 years old,201-500 employees (Global)
7921,Prudent Insurance ...,3.7,(50 Reviews),"Mumbai,Maharashtra + 6 more",17 years old,501-1k employees (Global),
7922,UCC,4.4,(50 Reviews),Private,Lusail + 11 more,11 years old,5k-10k employees (Global)
7923,Imperia Structures,3.9,(50 Reviews),Private,"Delhi/NCR,Delhi + 8 more",37 years old,201-500 employees (Global)
7924,First Step Babywea...,4.2,(50 Reviews),Hosur + 4 more,20 years old,5k-10k employees (Global),
7925,Asian Institute of...,4.6,(50 Reviews),"Hyderabad/Secunderabad,Telangana",28 years old,,
7926,Captain Tractors,4.2,(50 Reviews),Rajkot + 9 more,28 years old,51-200 employees (Global),
7927,The Claridges Hote...,4.1,(50 Reviews),Private,New Delhi + 3 more,70 years old,201-500 employees (Global)
7928,Salora Internation...,3.9,(50 Reviews),Public,"Delhi/NCR,Delhi + 7 more",45 years old,1k-5k employees (Global)
7929,ICONMA,3.0,(50 Reviews),Private,Troy,22 years old,1k-5k employees (Global)
7930,V2soft,3.4,(50 Reviews),Private,"Bloomfield Hills,Michigan + 2 more",24 years old,501-1k employees (Global)
7931,Brilliant Bio Phar...,3.3,(50 Reviews),Private,Hyderabad + 3 more,34 years old,51-200 employees (Global)
7932,Monotech Systems,4.2,(50 Reviews),Private,Chennai + 9 more,23 years old,201-500 employees (Global)
7933,Royal HaskoningDHV,4.3,(50 Reviews),Private,"Amersfoort,Amersfoort + 14 more",141 years old,1k-5k employees (Global)
7934,Man Infraconstruct...,4.4,(50 Reviews),Public,Mumbai + 1 more,58 years old,1k-5k employees (Global)
7935,Impelsys,4.1,(50 Reviews),Private,"Bangalore/Bengaluru,Karnataka",21 years old,501-1k employees (Global)
7936,Sterling Infosyste...,3.7,(50 Reviews),Private,New York + 2 more,47 years old,1k-5k employees (Global)
7937,NESCO Inc,3.9,(50 Reviews),Public,"Mumbai,Maharashtra + 4 more",83 years old,1k-5k employees (Global)
7938,Dew Solutions,3.9,(50 Reviews),Private,Gurgaon + 3 more,12 years old,201-500 employees (India)
7939,Recaero,3.1,(50 Reviews),Private,Verniolle + 1 more,31 years old,201-500 employees (Global)
7940,Edureka!,3.5,(50 Reviews),Private,Bangalore + 2 more,11 years old,201-500 employees (India)
7941,Universal Hunt,2.9,(50 Reviews),Private,"Ahmedabad,Gujarat + 4 more",15 years old,501-1k employees (Global)
7942,Crisp System,3.9,(50 Reviews),Private,Coimbatore + 7 more,26 years old,11-50 employees (Global)
7943,MAP Systems,3.8,(50 Reviews),Private,"Bangalore/Bengaluru,Karnataka",29 years old,11-50 employees (Global)
7944,SeedWorks Internat...,4.5,(50 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 18 more",24 years old,201-500 employees (India)
7945,Wadhokar,4.0,(50 Reviews),Private,Pune,54 years old,1k-5k employees (Global)
7946,Topsel Toyota,4.4,(50 Reviews),Private,Kolkata + 1 more,41 years old,201-500 employees (India)
7947,UTi Worldwide,4.0,(50 Reviews),Private,Long Beach + 8 more,36 years old,10k-50k employees (Global)
7948,SAG Infotech,4.0,(50 Reviews),Private,"Jaipur,Rajasthan + 2 more",23 years old,201-500 employees (Global)
7949,Gimatex Industries,4.1,(50 Reviews),Private,Mumbai + 5 more,29 years old,201-500 employees (Global)
7950,Thrillophilia,4.2,(50 Reviews),Private,"Jaipur,Rajasthan",12 years old,201-500 employees (India)
7951,Siemens PLM Softwa...,4.3,(50 Reviews),Private,Plano + 3 more,25 years old,1k-5k employees (India)
7952,Naresh Kumar & Co.,4.2,(50 Reviews),Private,Kolkata + 12 more,97 years old,501-1k employees (Global)
7953,Biltech Building E...,2.9,(50 Reviews),Private,New Delhi + 9 more,29 years old,501-1k employees (Global)
7954,Vardhman Acrylics,3.8,(50 Reviews),Public,"Bharuch,Gujarat + 3 more",32 years old,
7955,S K Samanta & Co,3.3,(50 Reviews),Kolkata + 4 more,40 years old,201-500 employees (Global),
7956,Al Mulla Group,4.0,(50 Reviews),Private,Kuwait City + 5 more,84 years old,10k-50k employees (Global)
7957,Wizertech Informat...,4.1,(50 Reviews),Kolkata + 5 more,22 years old,501-1k employees (Global),
7958,Unitech Power Tran...,3.5,(50 Reviews),Public,"Gurgaon/Gurugram,Haryana + 11 more",27 years old,201-500 employees (Global)
7959,Izmo,3.4,(50 Reviews),Public,Bengaluru + 3 more,27 years old,201-500 employees (Global)
7960,Anywhere,4.1,(50 Reviews),Private,Prague + 18 more,11-50 employees (India),
7961,Spc Life Sciences,2.3,(50 Reviews),Private,Vadodara,16 years old,
7962,Guardian Healthcar...,3.1,(50 Reviews),"Mumbai,Maharashtra + 11 more",6 years old,201-500 employees (Global),
7963,B5 Plus,3.0,(50 Reviews),Public,Tema + 3 more,20 years old,1k-5k employees (Global)
7964,PEPSICO GLOBAL BUS...,3.7,(50 Reviews),"Harrison,New York",3 years old,,
7965,Sri Sai Power and ...,4.2,(50 Reviews),Private,Tiruchirappalli + 8 more,9 years old,
7966,VISTRA INTERNATION...,3.3,(50 Reviews),"Boston,Massachusetts + 1 more",30 years old,1k-5k employees (Global),
7967,Gulf Catering Comp...,4.0,(50 Reviews),Riyadh + 6 more,36 years old,,
7968,Sumeru Software So...,3.3,(50 Reviews),"Bangalore/Bengaluru,Karnataka + 3 more",21 years old,201-500 employees (Global),
7969,Coromandel Agrico,3.6,(50 Reviews),Private,Gurugram + 11 more,54 years old,501-1k employees (Global)
7970,Openview Technolog...,3.8,(50 Reviews),Private,"Pune,Maharashtra + 6 more",26 years old,51-200 employees (Global)
7971,Nalanda Educationa...,3.4,(50 Reviews),Private,"Vijayawada,Andhra Pradesh + 9 more",34 years old,1k-5k employees (Global)
7972,Pune Institute of ...,3.5,(50 Reviews),Private,Pune + 5 more,15 years old,501-1k employees (Global)
7973,GraphX Solution,3.5,(50 Reviews),Bengaluru,23 years old,201-500 employees (Global),
7974,Kamani Foods,2.4,(50 Reviews),Private,Mumbai + 3 more,7 years old,201-500 employees (Global)
7975,ART Affordable Hou...,3.4,(50 Reviews),Private,Gurugram + 20 more,9 years old,201-500 employees (Global)
7976,Premier Plasmotec,3.8,(50 Reviews),Private,Faridabad + 5 more,13 years old,
7977,Exel Rubber,4.3,(50 Reviews),Public,Hyderabad + 2 more,32 years old,
7978,Guardian Healthcar...,3.1,(50 Reviews),"Mumbai,Maharashtra + 11 more",6 years old,201-500 employees (Global),
7979,Bullmen Realty,3.2,(50 Reviews),"Noida,Uttar Pradesh + 6 more",7 years old,201-500 employees (Global),
7980,Being human,4.3,(50 Reviews),Private,Mumbai + 19 more,15 years old,1k-5k employees (Global)
7981,Ellucian Higher Ed...,4.1,(50 Reviews),Private,"Reston,Virginia",11 years old,1k-5k employees (Global)
7982,Gokul Agro Resourc...,4.4,(50 Reviews),Public,"Ahmedabad,Gujarat + 2 more",8 years old,501-1k employees (Global)
7983,Presidency School,3.9,(50 Reviews),Bengaluru + 8 more,46 years old,,
7984,Sohan Lal Commodit...,4.2,(50 Reviews),Delhi + 6 more,51 years old,501-1k employees (India),
7985,Xotik Frujus,3.8,(50 Reviews),"Mumbai,Maharashtra + 11 more",15 years old,201-500 employees (Global),
7986,Ruby General Hospi...,3.8,(50 Reviews),Public,Kolkata,27 years old,201-500 employees (Global)
7987,Usg Boral Building...,4.0,(50 Reviews),Private,Sydney + 11 more,8 years old,1k-5k employees (Global)
7988,Born Commerce,4.1,(50 Reviews),"New York,New York + 1 more",11 years old,1k-5k employees (Global),
7989,Jubilant Motorwork...,3.9,(50 Reviews),Bengaluru + 6 more,13 years old,201-500 employees (Global),
7990,KEO International ...,4.5,(50 Reviews),Kuwait City + 3 more,58 years old,1k-5k employees (Global),
7991,Shrachi Group,3.5,(50 Reviews),Private,Kolkata + 7 more,56 years old,501-1k employees (Global)
7992,Thrillophilia,4.2,(50 Reviews),Private,"Jaipur,Rajasthan",12 years old,201-500 employees (India)
7993,Panchshil Realty,4.7,(50 Reviews),Private,"Pune,Maharashtra",20 years old,201-500 employees (India)
7994,Brilliant Bio Phar...,3.3,(50 Reviews),Private,Hyderabad + 3 more,34 years old,51-200 employees (Global)
7995,Al Mulla Group,4.0,(50 Reviews),Private,Kuwait City + 5 more,84 years old,10k-50k employees (Global)
7996,Kamani Foods,2.4,(50 Reviews),Private,Mumbai + 3 more,7 years old,201-500 employees (Global)
7997,ART Affordable Hou...,3.4,(50 Reviews),Private,Gurugram + 20 more,9 years old,201-500 employees (Global)
7998,Premier Plasmotec,3.8,(50 Reviews),Private,Faridabad + 5 more,13 years old,
7999,Exel Rubber,4.3,(50 Reviews),Public,Hyderabad + 2 more,32 years old,
8000,ZTT,3.3,(50 Reviews),Private,Nantong + 11 more,30 years old,10k-50k employees (Global)
8001,Ntf,2.8,(50 Reviews),Gurgaon + 3 more,38 years old,201-500 employees (Global),
8002,Il&fs Environmenta...,3.5,(50 Reviews),Public,New Delhi + 9 more,15 years old,
8003,Rcc Infra Ventures,3.6,(50 Reviews),Gurgaon + 11 more,39 years old,,
8004,Inamdar Multispeci...,4.6,(50 Reviews),"Pune,Maharashtra",12 years old,51-200 employees (India),
8005,Kamal Fincap,4.2,(50 Reviews),Kota + 22 more,9 years old,201-500 employees (Global),
8006,Andhra Petrochemic...,4.6,(50 Reviews),Public,Tanuku + 1 more,38 years old,
8007,Central Warehousin...,4.0,(50 Reviews),Private,New Delhi + 17 more,65 years old,1k-5k employees (Global)
8008,PS Group,3.8,(50 Reviews),Private,"Kolkata,West Bengal + 3 more",37 years old,201-500 employees (India)
8009,Shasun Pharmaceuti...,3.7,(50 Reviews),Public,Chennai + 14 more,46 years old,201-500 employees (Global)
8010,Brindavan Bottlers,3.6,(50 Reviews),Lucknow + 2 more,37 years old,51-200 employees (Global),
8011,Tbs India Telemati...,3.9,(50 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 11 more",22 years old,
8012,Dewar's Garage,3.6,(50 Reviews),Kolkata,27 years old,51-200 employees (Global),
8013,Gimatex Industries,4.1,(50 Reviews),Private,Mumbai + 5 more,29 years old,201-500 employees (Global)
8014,Pune Institute of ...,3.5,(50 Reviews),Private,Pune + 5 more,15 years old,501-1k employees (Global)
8015,White Crow Researc...,3.5,(50 Reviews),Private,Mumbai + 1 more,11 years old,501-1k employees (Global)
8016,SeedWorks Internat...,4.5,(50 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 18 more",24 years old,201-500 employees (India)
8017,Wadhokar,4.0,(50 Reviews),Private,Pune,54 years old,1k-5k employees (Global)
8018,Vivish Technologie...,3.4,(50 Reviews),Private,"Bengaluru,Karnataka + 10 more",6 years old,1k-5k employees (Global)
8019,Sakon,3.7,(50 Reviews),"Concord,Massachusetts",19 years old,201-500 employees (Global),
8020,Atos Services,3.8,(50 Reviews),Private,Bezons + 7 more,25 years old,1 Lakh+ employees (Global)
8021,FM LOGISTIC,3.7,(50 Reviews),Private,Lorraine + 10 more,55 years old,10k-50k employees (Global)
8022,Propshop,3.2,(50 Reviews),Private,"Noida,Uttar Pradesh + 1 more",8 years old,501-1k employees (Global)
8023,Vogo Automotive,3.4,(50 Reviews),Private,Bangalore + 2 more,6 years old,51-200 employees (India)
8024,St. Andrews Instit...,4.7,(50 Reviews),Gurgaon/Gurugram + 2 more,,,
8025,Cropdata Technolog...,4.2,(50 Reviews),"Nagpur,Maharashtra + 7 more",6 years old,,
8026,Krishna Enterprise...,4.2,(50 Reviews),Private,"Noida,Uttar Pradesh + 24 more",5 years old,11-50 employees (Global)
8027,R.K.Associates,3.9,(50 Reviews),Private,New Delhi + 15 more,36 years old,501-1k employees (Global)
8028,VISTRA INTERNATION...,3.3,(50 Reviews),"Boston,Massachusetts + 1 more",30 years old,1k-5k employees (Global),
8029,PEPSICO GLOBAL BUS...,3.7,(50 Reviews),"Harrison,New York",3 years old,,
8030,Sri Sai Power and ...,4.2,(50 Reviews),Private,Tiruchirappalli + 8 more,9 years old,
8031,Izmo,3.4,(50 Reviews),Public,Bengaluru + 3 more,27 years old,201-500 employees (Global)
8032,Anywhere,4.1,(50 Reviews),Private,Prague + 18 more,11-50 employees (India),
8033,Biltech Building E...,2.9,(50 Reviews),Private,New Delhi + 9 more,29 years old,501-1k employees (Global)
8034,Vardhman Acrylics,3.8,(50 Reviews),Public,"Bharuch,Gujarat + 3 more",32 years old,
8035,S K Samanta & Co,3.3,(50 Reviews),Kolkata + 4 more,40 years old,201-500 employees (Global),
8036,GraphX Solution,3.5,(50 Reviews),Bengaluru,23 years old,201-500 employees (Global),
8037,FiberHome,4.0,(50 Reviews),Private,Wuhan + 6 more,23 years old,10k-50k employees (Global)
8038,Mentorsity,4.6,(50 Reviews),Private,"New Delhi,Delhi + 6 more",2 years old,11-50 employees (India)
8039,PEPSICO GLOBAL BUS...,3.7,(50 Reviews),"Harrison,New York",3 years old,,
8040,DealShare,3.8,(50 Reviews),Jaipur + 12 more,4 years old,201-500 employees (India),
8041,Hudson Agile Ventu...,3.7,(50 Reviews),Bengaluru/Bangalore + 5 more,51-200 employees (India),,
8042,VISTRA INTERNATION...,3.3,(50 Reviews),"Boston,Massachusetts + 1 more",30 years old,1k-5k employees (Global),
8043,Sri Sai Power and ...,4.2,(50 Reviews),Private,Tiruchirappalli + 8 more,9 years old,
8044,Cogeme Precision P...,3.7,(50 Reviews),Pune,15 years old,51-200 employees (India),
8045,Exel Rubber,4.3,(50 Reviews),Public,Hyderabad + 2 more,32 years old,
8046,SEG Automotive,3.9,(50 Reviews),Stuttgart + 4 more,4 years old,5k-10k employees (Global),
8047,Vivish Technologie...,3.4,(50 Reviews),Private,"Bengaluru,Karnataka + 10 more",6 years old,1k-5k employees (Global)
8048,ABACUS INDIA AGENC...,4.5,(50 Reviews),"Lucknow,Uttar Pradesh + 4 more",18 years old,51-200 employees (India),
8049,Sakon,3.7,(50 Reviews),"Concord,Massachusetts",19 years old,201-500 employees (Global),
8050,Cropdata Technolog...,4.2,(50 Reviews),"Nagpur,Maharashtra + 7 more",6 years old,,
8051,St. Andrews Instit...,4.7,(50 Reviews),Gurgaon/Gurugram + 2 more,,,
8052,Vogo Automotive,3.4,(50 Reviews),Private,Bangalore + 2 more,6 years old,51-200 employees (India)
8053,Krishna Enterprise...,4.2,(50 Reviews),Private,"Noida,Uttar Pradesh + 24 more",5 years old,11-50 employees (Global)
8054,FM LOGISTIC,3.7,(50 Reviews),Private,Lorraine + 10 more,55 years old,10k-50k employees (Global)
8055,GoMechanic - Adya ...,3.9,(50 Reviews),Gurgaon + 13 more,6 years old,201-500 employees (India),
8056,Vasan Health Care,3.9,(301 Reviews),"Chennai,Tamil Nadu + 23 more",20 years old,,
8057,TestingXperts,4.0,(65 Reviews),Private,"Mechanicsburg,Pennsylvania + 2 more",26 years old,501-1k employees (India)
8058,Equifax,3.8,(52 Reviews),Public,"Mumbai,Maharashtra + 5 more",12 years old,201-500 employees (India)
8059,Sarvotham Care,4.4,(49 Reviews),"Hyderabad/Secunderabad,Telangana + 2 more",26 years old,,
8060,CollegeDekho,3.5,(49 Reviews),Gurgaon + 7 more,7 years old,501-1k employees (India),
8061,Piccadily Hotels,3.5,(49 Reviews),Private,New Delhi + 6 more,49 years old,201-500 employees (Global)
8062,Rana Sugars,3.8,(49 Reviews),Public,Chandigarh + 9 more,30 years old,
8063,Sundaram Industrie...,4.1,(49 Reviews),Chennai + 9 more,79 years old,1k-5k employees (Global),
8064,Sahara Q Shop,3.1,(49 Reviews),Mumbai + 19 more,10 years old,1k-5k employees (Global),
8065,Kotak Mahindra Ass...,4.2,(49 Reviews),Mumbai + 20 more,24 years old,,
8066,Vasant Masala,4.2,(49 Reviews),Private,"Ahmedabad,Gujarat + 13 more",52 years old,201-500 employees (Global)
8067,National Public Sc...,3.6,(49 Reviews),Private,Bengaluru + 8 more,9 years old,201-500 employees (Global)
8068,Mody University Sc...,2.8,(49 Reviews),"Lakshmangarh,Rajasthan + 7 more",24 years old,201-500 employees (Global),
8069,Metro Group of Hos...,3.6,(49 Reviews),"Noida,Uttar Pradesh + 7 more",25 years old,,
8070,Ardent Maschinfabr...,3.9,(49 Reviews),Private,Mumbai + 6 more,11 years old,201-500 employees (Global)
8071,Glass Wall Systems,3.2,(49 Reviews),"Mumbai,Maharashtra + 4 more",19 years old,501-1k employees (Global),
8072,Omni Hospital,4.0,(49 Reviews),Private,Hyderabad + 3 more,12 years old,501-1k employees (India)
8073,Al Shirawi Group,4.3,(49 Reviews),Private,Dubai,51 years old,
8074,S R Enterprises,4.3,(49 Reviews),Private,Mumbai + 17 more,23 years old,201-500 employees (Global)
8075,SAL STEEL,3.9,(49 Reviews),Public,"Gurgaon/Gurugram,Haryana + 1 more",19 years old,
8076,Drytech Processes ...,3.7,(49 Reviews),Mumbai + 4 more,30 years old,201-500 employees (Global),
8077,Healthvista,3.7,(49 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 10 more",10 years old,
8078,Driplex Water Engi...,4.1,(49 Reviews),New Delhi + 10 more,48 years old,,
8079,New India Co-Op Ba...,4.0,(49 Reviews),Public,Mumbai + 2 more,54 years old,11-50 employees (India)
8080,Willis Processing ...,3.9,(49 Reviews),Private,"Mumbai,Maharashtra",30 years old,11-50 employees (India)
8081,SupportMart,3.3,(49 Reviews),Private,Gurgaon + 2 more,11 years old,
8082,InterGlobe Enterpr...,4.0,(49 Reviews),Private,"Gurgaon/Gurugram,Haryana + 11 more",33 years old,10k-50k employees (Global)
8083,XL India Business ...,3.7,(49 Reviews),"Hamilton,Hamilton + 3 more",19 years old,1k-5k employees (India),
8084,Biomerieux,4.3,(49 Reviews),Marcy I'Etoile + 9 more,59 years old,,
8085,K.R.Pulp & Papers,3.4,(49 Reviews),Public,Shahjahanpur + 1 more,27 years old,501-1k employees (Global)
8086,Goyal & Co.,4.0,(49 Reviews),Private,Bengaluru + 8 more,51 years old,201-500 employees (Global)
8087,Span Pumps,3.1,(49 Reviews),Pune + 6 more,35 years old,,
8088,Hi-Tech Arai,3.8,(49 Reviews),Madurai + 4 more,37 years old,1k-5k employees (Global),
8089,DEVU TOOLS,4.1,(49 Reviews),Private,Mumbai + 1 more,29 years old,
8090,Siddheshwar Indust...,3.1,(49 Reviews),Pune + 1 more,28 years old,,
8091,Koso India,4.4,(49 Reviews),Private,Nashik + 2 more,33 years old,
8092,Nature S Essence,4.1,(49 Reviews),Private,"Gurgaon/Gurugram,Haryana + 18 more",24 years old,501-1k employees (Global)
8093,InSync Analytics,3.3,(49 Reviews),Private,New York + 3 more,16 years old,51-200 employees (Global)
8094,Algoworks Technolo...,4.2,(49 Reviews),Private,"Noida,Uttar Pradesh",16 years old,501-1k employees (India)
8095,BTW India,2.7,(49 Reviews),"Delhi/NCR,New Delhi + 3 more",31 years old,51-200 employees (Global),
8096,School of Scholars,3.7,(49 Reviews),"Nagpur,Maharashtra + 14 more",22 years old,,
8097,Grundfos Pumps,3.8,(49 Reviews),Private,"Bjerringbro,Middle Jutland + 9 more",77 years old,201-500 employees (India)
8098,Omni Hospital,4.0,(49 Reviews),Private,Hyderabad + 3 more,12 years old,501-1k employees (India)
8099,Glass Wall Systems,3.2,(49 Reviews),"Mumbai,Maharashtra + 4 more",19 years old,501-1k employees (Global),
8100,Ray International ...,3.7,(49 Reviews),Private,Muscat + 2 more,17 years old,1k-5k employees (Global)
8101,Viney Corporation,3.8,(49 Reviews),Public,Sonipat + 8 more,33 years old,5k-10k employees (Global)
8102,J K Ansell,4.2,(49 Reviews),Private,Iselin + 13 more,201-500 employees (Global),
8103,Abdullah A M Al Kh...,3.3,(49 Reviews),Private,Alkhobar + 8 more,56 years old,1k-5k employees (Global)
8104,B.S.B.K,3.6,(49 Reviews),Private,Bhilai + 10 more,44 years old,1k-5k employees (Global)
8105,Cenduit India Serv...,3.9,(49 Reviews),Private,"Bangalore/Bengaluru,Karnataka",15 years old,201-500 employees (India)
8106,Farmson Pharmaceut...,3.5,(49 Reviews),Vadodara + 1 more,52 years old,11-50 employees (Global),
8107,Hemani Industries,4.0,(49 Reviews),Public,Mumbai + 4 more,30 years old,501-1k employees (Global)
8108,Sud Chemie,4.4,(49 Reviews),Private,New Delhi + 3 more,53 years old,1k-5k employees (Global)
8109,Medgulf Constructi...,3.6,(49 Reviews),Doha + 4 more,47 years old,1k-5k employees (Global),
8110,Tamimi Global,4.1,(49 Reviews),Public,Dammam + 6 more,45 years old,10k-50k employees (Global)
8111,SaleBuild IT Enabl...,3.2,(49 Reviews),"Redwood City,California",17 years old,,
8112,Poona Hospital And...,4.3,(49 Reviews),Pune + 1 more,37 years old,,
8113,Emmennar Pharma,4.3,(49 Reviews),Hyderabad + 3 more,17 years old,51-200 employees (India),
8114,DE Diamond Electri...,4.2,(49 Reviews),Osaka + 4 more,85 years old,501-1k employees (Global),
8115,Mrf Corp Vapocure ...,4.0,(49 Reviews),Chennai + 23 more,33 years old,51-200 employees (Global),
8116,TriZetto,4.1,(49 Reviews),Private,Missouri,39 years old,1 Lakh+ employees (India)
8117,Dhanush InfoTech,3.7,(49 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 5 more",14 years old,501-1k employees (Global)
8118,Mcnally Sayaji Eng...,3.7,(49 Reviews),Public,Kolkata + 4 more,61 years old,
8119,Sarvotham Care,4.4,(49 Reviews),"Hyderabad/Secunderabad,Telangana + 2 more",26 years old,,
8120,Systematix Infotec...,4.0,(49 Reviews),Private,"Indore,Madhya Pradesh + 1 more",17 years old,201-500 employees (Global)
8121,Algoworks Technolo...,4.2,(49 Reviews),Private,"Noida,Uttar Pradesh",16 years old,501-1k employees (India)
8122,BTI Payments,3.5,(49 Reviews),Bangalore + 7 more,16 years old,51-200 employees (India),
8123,Kintetsu World Exp...,4.5,(49 Reviews),Private,Tokyo + 15 more,25 years old,10k-50k employees (Global)
8124,SysArc Infomatix,3.7,(49 Reviews),Private,"Chennai,Tamil Nadu + 2 more",25 years old,201-500 employees (Global)
8125,Shingora Textiles,3.6,(49 Reviews),Private,Ludhiana + 2 more,46 years old,501-1k employees (Global)
8126,Tenova,3.9,(49 Reviews),Private,Castellanza + 4 more,77 years old,1k-5k employees (Global)
8127,DEVU TOOLS,4.1,(49 Reviews),Private,Mumbai + 1 more,29 years old,
8128,Atom Technologies,4.2,(49 Reviews),Public,"Mumbai,Maharashtra + 7 more",16 years old,201-500 employees (Global)
8129,Medsource Ozone Bi...,3.8,(49 Reviews),Private,"Faridabad,Haryana + 14 more",19 years old,201-500 employees (Global)
8130,MES,4.3,(49 Reviews),Private,Rockville + 20 more,30 years old,
8131,Idexcel Technologi...,3.9,(49 Reviews),"Herndon,Virginia + 3 more",24 years old,501-1k employees (Global),
8132,Shubham Flexible P...,3.7,(49 Reviews),Faridabad + 2 more,20 years old,501-1k employees (Global),
8133,Manugraph India,4.4,(49 Reviews),Public,"Mumbai,Maharashtra + 5 more",50 years old,1k-5k employees (Global)
8134,School of Scholars,3.7,(49 Reviews),"Nagpur,Maharashtra + 14 more",22 years old,,
8135,K.R.Pulp & Papers,3.4,(49 Reviews),Public,Shahjahanpur + 1 more,27 years old,501-1k employees (Global)
8136,Goyal & Co.,4.0,(49 Reviews),Private,Bengaluru + 8 more,51 years old,201-500 employees (Global)
8137,New India Co-Op Ba...,4.0,(49 Reviews),Public,Mumbai + 2 more,54 years old,11-50 employees (India)
8138,Associated Power S...,4.1,(49 Reviews),Vadodara + 8 more,26 years old,,
8139,Sagar Asia,3.6,(49 Reviews),Private,Secunderabad + 6 more,45 years old,501-1k employees (Global)
8140,Poona Hospital And...,4.3,(49 Reviews),Pune + 1 more,37 years old,,
8141,Sud Chemie,4.4,(49 Reviews),Private,New Delhi + 3 more,53 years old,1k-5k employees (Global)
8142,J K Ansell,4.2,(49 Reviews),Private,Iselin + 13 more,201-500 employees (Global),
8143,Abdullah A M Al Kh...,3.3,(49 Reviews),Private,Alkhobar + 8 more,56 years old,1k-5k employees (Global)
8144,M Intergraph Syste...,2.4,(49 Reviews),Private,New Delhi + 5 more,32 years old,201-500 employees (Global)
8145,Mantra Properties,3.2,(49 Reviews),Private,"Pune,Maharashtra",20 years old,201-500 employees (Global)
8146,B.S.B.K,3.6,(49 Reviews),Private,Bhilai + 10 more,44 years old,1k-5k employees (Global)
8147,Tamimi Global,4.1,(49 Reviews),Public,Dammam + 6 more,45 years old,10k-50k employees (Global)
8148,Emmennar Pharma,4.3,(49 Reviews),Hyderabad + 3 more,17 years old,51-200 employees (India),
8149,SaleBuild IT Enabl...,3.2,(49 Reviews),"Redwood City,California",17 years old,,
8150,Hemani Industries,4.0,(49 Reviews),Public,Mumbai + 4 more,30 years old,501-1k employees (Global)
8151,Foundation Brake M...,4.3,(49 Reviews),Jalgaon + 9 more,51-200 employees (India),,
8152,Margdarshak Financ...,3.8,(49 Reviews),Private,Lucknow + 17 more,15 years old,501-1k employees (Global)
8153,Ray International ...,3.7,(49 Reviews),Private,Muscat + 2 more,17 years old,1k-5k employees (Global)
8154,Cenduit India Serv...,3.9,(49 Reviews),Private,"Bangalore/Bengaluru,Karnataka",15 years old,201-500 employees (India)
8155,Chelsea Mills LLP,3.9,(49 Reviews),LLP,New Delhi + 2 more,44 years old,501-1k employees (Global)
8156,Indel Money,3.7,(49 Reviews),"Ernakulam,Kerala + 15 more",20 years old,501-1k employees (Global),
8157,Skypack,3.4,(49 Reviews),Private,Faridabad + 5 more,49 years old,501-1k employees (Global)
8158,Margdarshak Financ...,3.8,(49 Reviews),Private,Lucknow + 17 more,15 years old,501-1k employees (Global)
8159,Kalinga University,3.6,(49 Reviews),Raipur + 4 more,9 years old,51-200 employees (Global),
